ticker,base,quote,exchange,price,ask,bid,spread,volume
eth-BTC,eth,BTC,binance,0.027638,0.027644,0.027643,9.999999999975306e-07,279253.407
ltc-BTC,ltc,BTC,binance,0.004982,0.004984,0.004983,1.0000000000001327e-06,728209.65
bnb-BTC,bnb,BTC,binance,0.0014109,0.0014112,0.0014107,5.000000000000664e-07,1343543.18
neo-BTC,neo,BTC,binance,0.000753,0.000754,0.000753,1.0000000000000243e-06,204451.17
qtum-eth,qtum,eth,binance,0.004268,0.004282,0.004262,2.0000000000000052e-05,17152.88
eos-eth,eos,eth,binance,0.004686,0.004702,0.004695,6.999999999999194e-06,957855.71
snt-eth,snt,eth,binance,5.723e-05,5.743e-05,5.699e-05,4.399999999999958e-07,1037836.0
bnt-eth,bnt,eth,binance,0.002097,0.002098,0.002091,7.000000000000062e-06,476228.69
bcc-BTC,bcc,BTC,binance,0.079081,0.0,0.0,0.0,0.026
gas-BTC,gas,BTC,binance,7.51e-05,7.55e-05,7.5e-05,5.000000000000122e-07,471628.33
bnb-eth,bnb,eth,binance,0.051058,0.051057,0.05102,3.699999999999537e-05,167107.62
btc-usd,btc,usd,binance,23360.37,23360.37,23360.36,0.00999999999839929,89561.994538
eth-usd,eth,usd,binance,645.77,645.77,645.76,0.009999999999990905,898632.52771
hsr-BTC,hsr,BTC,binance,0.000414,0.0,0.0,0.0,2.92
oax-eth,oax,eth,binance,0.0001778,0.0,0.0,0.0,16.0
dnt-eth,dnt,eth,binance,2.801e-05,0.0,0.0,0.0,124.0
mco-eth,mco,eth,binance,0.005772,0.0,0.0,0.0,9.19
icn-eth,icn,eth,binance,0.001663,0.0,0.0,0.0,1.0
mco-BTC,mco,BTC,binance,0.0002114,0.0,0.0,0.0,1.65
wtc-BTC,wtc,BTC,binance,1.51e-05,1.51e-05,1.5e-05,9.999999999999904e-08,1407635.91
wtc-eth,wtc,eth,binance,0.000544,0.000545,0.000542,3.000000000000073e-06,52740.32
lrc-BTC,lrc,BTC,binance,7.32e-06,7.33e-06,7.31e-06,1.999999999999981e-08,6037630.0
lrc-eth,lrc,eth,binance,0.00026504,0.00026517,0.0002639,1.269999999999993e-06,564060.0
qtum-BTC,qtum,BTC,binance,0.0001181,0.0001182,0.000118,2.0000000000000486e-07,1099990.23
yoyo-BTC,yoyo,BTC,binance,5e-07,5.1e-07,5e-07,1.000000000000001e-08,210910180.0
omg-BTC,omg,BTC,binance,0.0001379,0.0001381,0.0001379,2.0000000000000486e-07,967312.67
omg-eth,omg,eth,binance,0.004994,0.005001,0.004983,1.8000000000000654e-05,70123.2
zrx-BTC,zrx,BTC,binance,1.784e-05,1.786e-05,1.782e-05,3.999999999999962e-08,1888920.0
zrx-eth,zrx,eth,binance,0.00064739,0.00064758,0.00064235,5.230000000000057e-06,67621.0
strat-BTC,strat,BTC,binance,3.085e-05,0.0,0.0,0.0,2064727.0
strat-eth,strat,eth,binance,0.001053,0.0,0.0,0.0,177384.34
sngls-BTC,sngls,BTC,binance,2e-07,2.1e-07,2e-07,1.000000000000001e-08,28199357.0
sngls-eth,sngls,eth,binance,5.306e-05,0.0,0.0,0.0,207.0
bqx-BTC,bqx,BTC,binance,6.46e-06,6.48e-06,6.44e-06,3.999999999999962e-08,8177450.0
bqx-eth,bqx,eth,binance,0.0002354,0.0002355,0.0002327,2.800000000000014e-06,1175385.0
knc-BTC,knc,BTC,binance,4.021e-05,4.026e-05,4.016e-05,9.999999999999565e-08,2641204.0
knc-eth,knc,eth,binance,0.0014574,0.0014571,0.0014506,6.499999999999995e-06,198387.0
fun-BTC,fun,BTC,binance,1.7e-07,1.8e-07,1.7e-07,1.000000000000001e-08,48590236.0
fun-eth,fun,eth,binance,6.31e-06,6.33e-06,6.26e-06,7.000000000000018e-08,18301648.0
snm-BTC,snm,BTC,binance,3.6e-07,3.6e-07,3.5e-07,1.000000000000001e-08,14303966.0
snm-eth,snm,eth,binance,4.986e-05,0.0,0.0,0.0,585.0
neo-eth,neo,eth,binance,0.027239,0.027354,0.027238,0.00011600000000000152,13452.74
iota-BTC,iota,BTC,binance,1.403e-05,1.402e-05,1.399e-05,2.999999999999971e-08,6095524.0
iota-eth,iota,eth,binance,0.00050918,0.00050847,0.00050561,2.860000000000037e-06,299658.0
link-BTC,link,BTC,binance,0.00057185,0.00057132,0.00057101,3.100000000000021e-07,1450132.7
link-eth,link,eth,binance,0.020714,0.020704,0.020635,6.899999999999962e-05,75087.44
xvg-BTC,xvg,BTC,binance,3.3e-07,3.3e-07,3.2e-07,1.000000000000001e-08,162503401.0
xvg-eth,xvg,eth,binance,1.169e-05,1.169e-05,1.162e-05,6.999999999999933e-08,33861446.0
salt-BTC,salt,BTC,binance,4.25e-05,0.0,0.0,0.0,227.59
salt-eth,salt,eth,binance,0.001138,0.0,0.0,0.0,8.8
mda-BTC,mda,BTC,binance,2.516e-05,2.524e-05,2.517e-05,6.999999999999764e-08,1968360.0
mda-eth,mda,eth,binance,0.0018115,0.0,0.0,0.0,2.0
mtl-BTC,mtl,BTC,binance,1.636e-05,1.639e-05,1.636e-05,3.000000000000141e-08,9961796.0
mtl-eth,mtl,eth,binance,0.000592,0.000593,0.000591,1.99999999999994e-06,885993.43
sub-BTC,sub,BTC,binance,4.57e-06,0.0,0.0,0.0,4474.0
sub-eth,sub,eth,binance,0.00012334,0.0,0.0,0.0,1000.0
eos-BTC,eos,BTC,binance,0.0001298,0.0001299,0.0001298,1.0000000000000243e-07,2827179.45
snt-BTC,snt,BTC,binance,1.59e-06,1.59e-06,1.58e-06,1.0000000000000116e-08,14477829.0
etc-eth,etc,eth,binance,0.009881,0.009891,0.009815,7.599999999999968e-05,12080.84
etc-BTC,etc,BTC,binance,0.0002716,0.0002719,0.0002717,2.0000000000000486e-07,338463.4
mth-BTC,mth,BTC,binance,3.1e-07,3.2e-07,3.1e-07,1.000000000000001e-08,13899668.0
mth-eth,mth,eth,binance,4.135e-05,0.0,0.0,0.0,2839.0
eng-BTC,eng,BTC,binance,6.2e-05,0.0,0.0,0.0,355.0
eng-eth,eng,eth,binance,0.0018648,0.0,0.0,0.0,2.0
dnt-BTC,dnt,BTC,binance,2.04e-06,2.05e-06,2.04e-06,9.999999999999904e-09,9335830.0
zec-BTC,zec,BTC,binance,0.003108,0.003108,0.003106,2.0000000000002655e-06,31206.28
zec-eth,zec,eth,binance,0.11261,0.11269,0.11218,0.0005099999999999966,1370.562
bnt-BTC,bnt,BTC,binance,5.797e-05,5.795e-05,5.789e-05,5.999999999999604e-08,2752960.0
ast-BTC,ast,BTC,binance,3.6e-06,3.6e-06,3.58e-06,1.999999999999981e-08,7047319.0
ast-eth,ast,eth,binance,6.96e-05,0.0,0.0,0.0,45.0
dash-BTC,dash,BTC,binance,0.004575,0.004576,0.00457,5.999999999999929e-06,22221.039
dash-eth,dash,eth,binance,0.16553,0.16557,0.16532,0.0002500000000000002,1674.902
oax-BTC,oax,BTC,binance,3.65e-06,3.66e-06,3.65e-06,9.999999999999904e-09,11728533.0
icn-BTC,icn,BTC,binance,5.742e-05,0.0,0.0,0.0,3.0
btg-BTC,btg,BTC,binance,0.000408,0.000409,0.000407,1.9999999999999944e-06,37067.56
btg-eth,btg,eth,binance,0.052745,0.0,0.0,0.0,13.32
evx-BTC,evx,BTC,binance,1.532e-05,1.536e-05,1.532e-05,3.999999999999962e-08,6329739.0
evx-eth,evx,eth,binance,0.0006249,0.0,0.0,0.0,18190.0
req-BTC,req,BTC,binance,1.29e-06,1.3e-06,1.29e-06,1.0000000000000116e-08,17417670.0
req-eth,req,eth,binance,4.995e-05,0.0,0.0,0.0,548.0
vib-BTC,vib,BTC,binance,8.8e-07,9e-07,8.8e-07,1.9999999999999914e-08,39473995.0
vib-eth,vib,eth,binance,3.212e-05,3.243e-05,3.212e-05,3.100000000000021e-07,8487456.0
hsr-eth,hsr,eth,binance,0.012474,0.0,0.0,0.0,0.37
trx-BTC,trx,BTC,binance,1.32e-06,1.32e-06,1.31e-06,1.0000000000000116e-08,165350247.0
trx-eth,trx,eth,binance,4.776e-05,4.776e-05,4.769e-05,6.999999999999764e-08,52915342.0
powr-BTC,powr,BTC,binance,4.66e-06,4.67e-06,4.65e-06,1.999999999999981e-08,24374983.0
powr-eth,powr,eth,binance,0.00016857,0.00016951,0.0001679,1.6100000000000066e-06,3329723.0
ark-BTC,ark,BTC,binance,1.784e-05,1.79e-05,1.784e-05,6.000000000000281e-08,4439862.0
ark-eth,ark,eth,binance,0.001046,0.0,0.0,0.0,25.11
yoyo-eth,yoyo,eth,binance,5.828e-05,0.0,0.0,0.0,2100.0
xrp-BTC,xrp,BTC,binance,2.435e-05,2.436e-05,2.435e-05,1.0000000000001598e-08,143319572.0
xrp-eth,xrp,eth,binance,0.00088077,0.00088265,0.00087989,2.7599999999999804e-06,5057898.0
mod-BTC,mod,BTC,binance,4.28e-05,0.0,0.0,0.0,127.72
mod-eth,mod,eth,binance,0.001167,0.0,0.0,0.0,10.0
enj-BTC,enj,BTC,binance,6.69e-06,6.71e-06,6.69e-06,1.999999999999981e-08,5111812.0
enj-eth,enj,eth,binance,0.00024242,0.00024257,0.00024209,4.799999999999954e-07,2755376.0
storj-BTC,storj,BTC,binance,1.573e-05,1.582e-05,1.575e-05,7.000000000000102e-08,1824210.0
storj-eth,storj,eth,binance,0.0005729,0.0005737,0.0005685,5.200000000000018e-06,32731.0
bnb-usd,bnb,usd,binance,32.9556,32.9557,32.9556,0.00010000000000331966,4227940.346
ven-BTC,ven,BTC,binance,0.00013928,0.0,0.0,0.0,23.0
ven-eth,ven,eth,binance,0.00325194,0.0,0.0,0.0,161.0
kmd-BTC,kmd,BTC,binance,2.56e-05,2.57e-05,2.56e-05,1.0000000000000243e-07,1836353.88
kmd-eth,kmd,eth,binance,0.000926,0.000931,0.000926,5.000000000000013e-06,206990.17
rcn-BTC,rcn,BTC,binance,1.7e-06,1.71e-06,1.7e-06,9.999999999999904e-09,7200862.0
rcn-eth,rcn,eth,binance,0.00037604,0.0,0.0,0.0,8.0
nuls-BTC,nuls,BTC,binance,1.218e-05,1.222e-05,1.217e-05,4.999999999999952e-08,1364503.0
nuls-eth,nuls,eth,binance,0.00051926,0.0,0.0,0.0,76339.0
rdn-BTC,rdn,BTC,binance,7.85e-06,7.84e-06,7.79e-06,4.999999999999952e-08,3913389.0
rdn-eth,rdn,eth,binance,0.0007153,0.0,0.0,0.0,15.0
xmr-BTC,xmr,BTC,binance,0.006527,0.006534,0.006527,7.000000000000062e-06,75270.552
xmr-eth,xmr,eth,binance,0.23667,0.23674,0.23605,0.0006899999999999962,2409.15
dlt-BTC,dlt,BTC,binance,1.5e-06,1.51e-06,1.5e-06,9.999999999999904e-09,8811650.0
dlt-eth,dlt,eth,binance,0.00016807,0.0,0.0,0.0,17.0
amb-BTC,amb,BTC,binance,5.5e-07,5.5e-07,5.4e-07,1.000000000000001e-08,24393728.0
amb-eth,amb,eth,binance,4.1e-05,0.0,0.0,0.0,8814.0
bcc-eth,bcc,eth,binance,2.47246,0.0,0.0,0.0,0.1
bcc-usd,bcc,usd,binance,448.7,0.0,0.0,0.0,0.43775
bat-BTC,bat,BTC,binance,1.03e-05,1.03e-05,1.028e-05,1.999999999999981e-08,15809863.0
bat-eth,bat,eth,binance,0.00037407,0.00037388,0.00037197,1.909999999999987e-06,307113.0
bcpt-BTC,bcpt,BTC,binance,9.1e-07,9.1e-07,9e-07,1.000000000000001e-08,15080538.0
bcpt-eth,bcpt,eth,binance,8.181e-05,0.0,0.0,0.0,356.0
arn-BTC,arn,BTC,binance,7.61e-06,0.0,0.0,0.0,59.0
arn-eth,arn,eth,binance,0.00029362,0.0,0.0,0.0,80.0
gvt-BTC,gvt,BTC,binance,6.83e-05,6.89e-05,6.83e-05,5.999999999999875e-07,3101938.14
gvt-eth,gvt,eth,binance,0.003846,0.0,0.0,0.0,3.1
cdt-BTC,cdt,BTC,binance,2.4e-07,2.5e-07,2.4e-07,1.000000000000001e-08,25401163.0
cdt-eth,cdt,eth,binance,8.72e-06,8.72e-06,8.71e-06,9.999999999999904e-09,11328342.0
gxs-BTC,gxs,BTC,binance,1.61e-05,1.61e-05,1.603e-05,6.999999999999764e-08,550812.0
gxs-eth,gxs,eth,binance,0.000581,0.000584,0.00058,3.999999999999989e-06,296633.6
neo-usd,neo,usd,binance,17.608,17.608,17.59,0.018000000000000682,523502.644
poe-BTC,poe,BTC,binance,5e-08,0.0,0.0,0.0,120119775.0
poe-eth,poe,eth,binance,6.64e-06,0.0,0.0,0.0,7616.0
qsp-BTC,qsp,BTC,binance,1.23e-06,1.24e-06,1.23e-06,9.999999999999904e-09,39995838.0
qsp-eth,qsp,eth,binance,4.444e-05,4.484e-05,4.445e-05,3.8999999999999457e-07,11161601.0
bts-BTC,bts,BTC,binance,1.01e-06,1.01e-06,1e-06,1.0000000000000116e-08,8276103.0
bts-eth,bts,eth,binance,9.498e-05,0.0,0.0,0.0,4056.0
xzc-BTC,xzc,BTC,binance,0.0001594,0.0001597,0.000159,7.00000000000017e-07,259287.33
xzc-eth,xzc,eth,binance,0.005778,0.005796,0.005741,5.500000000000036e-05,59358.13
lsk-BTC,lsk,BTC,binance,5.81e-05,5.81e-05,5.79e-05,2.0000000000000486e-07,1013491.76
lsk-eth,lsk,eth,binance,0.0021,0.0021,0.002088,1.1999999999999858e-05,111130.27
tnt-BTC,tnt,BTC,binance,2.61e-06,0.0,0.0,0.0,103.0
tnt-eth,tnt,eth,binance,9.2e-06,0.0,0.0,0.0,11164459.0
fuel-BTC,fuel,BTC,binance,2.6e-07,0.0,0.0,0.0,445.0
fuel-eth,fuel,eth,binance,2.221e-05,0.0,0.0,0.0,135.0
mana-BTC,mana,BTC,binance,3.91e-06,3.91e-06,3.89e-06,1.999999999999981e-08,8619040.0
mana-eth,mana,eth,binance,0.00014146,0.00014143,0.00014062,8.100000000000143e-07,454980.0
bcd-BTC,bcd,BTC,binance,2.246e-05,2.258e-05,2.246e-05,1.2000000000000224e-07,684812.022
bcd-eth,bcd,eth,binance,0.00251,0.0,0.0,0.0,13.451
dgd-BTC,dgd,BTC,binance,0.003931,0.0,0.0,0.0,0.58
dgd-eth,dgd,eth,binance,0.1926,0.0,0.0,0.0,10.36
adx-BTC,adx,BTC,binance,1.289e-05,1.293e-05,1.289e-05,3.999999999999962e-08,68977418.0
adx-eth,adx,eth,binance,0.0004684,0.0004693,0.0004658,3.500000000000031e-06,6483586.0
ada-BTC,ada,BTC,binance,6.96e-06,6.97e-06,6.96e-06,9.999999999999904e-09,81670517.0
ada-eth,ada,eth,binance,0.00025234,0.00025228,0.00025179,4.900000000000173e-07,6794868.0
ppt-BTC,ppt,BTC,binance,1.762e-05,1.762e-05,1.755e-05,7.000000000000102e-08,6859890.0
ppt-eth,ppt,eth,binance,0.00141,0.0,0.0,0.0,256.0
cmt-BTC,cmt,BTC,binance,3.7e-07,3.7e-07,3.6e-07,1.000000000000001e-08,43292595.0
cmt-eth,cmt,eth,binance,1.318e-05,1.322e-05,1.309e-05,1.3000000000000045e-07,6169573.0
xlm-BTC,xlm,BTC,binance,7.63e-06,7.64e-06,7.63e-06,9.999999999999904e-09,36295976.0
xlm-eth,xlm,eth,binance,0.00027628,0.00027649,0.00027605,4.39999999999989e-07,1781308.0
cnd-BTC,cnd,BTC,binance,3.4e-07,3.5e-07,3.4e-07,1.000000000000001e-08,20861838.0
cnd-eth,cnd,eth,binance,2.599e-05,0.0,0.0,0.0,25336.0
lend-BTC,lend,BTC,binance,4.512e-05,0.0,0.0,0.0,465.0
lend-eth,lend,eth,binance,0.00137174,0.0,0.0,0.0,11.0
wabi-BTC,wabi,BTC,binance,3.49e-06,3.49e-06,3.48e-06,9.999999999999904e-09,4290776.0
wabi-eth,wabi,eth,binance,0.00040308,0.0,0.0,0.0,37.0
ltc-eth,ltc,eth,binance,0.18022,0.1804,0.18012,0.00028000000000000247,33904.871
ltc-usd,ltc,usd,binance,116.39,116.41,116.39,0.01999999999999602,2876451.92169
tnb-BTC,tnb,BTC,binance,8e-08,9e-08,8e-08,9.999999999999997e-09,42978440.0
tnb-eth,tnb,eth,binance,7.52e-06,0.0,0.0,0.0,5000.0
waves-BTC,waves,BTC,binance,0.0003253,0.0003254,0.0003245,9.000000000000219e-07,440855.91
waves-eth,waves,eth,binance,0.011771,0.011794,0.011726,6.800000000000035e-05,18994.73
gto-BTC,gto,BTC,binance,3.2e-07,3.3e-07,3.2e-07,1.000000000000001e-08,15559830.0
gto-eth,gto,eth,binance,3.197e-05,0.0,0.0,0.0,109.0
icx-BTC,icx,BTC,binance,1.81e-05,1.817e-05,1.812e-05,5.0000000000001215e-08,2408065.0
icx-eth,icx,eth,binance,0.000656,0.000657,0.000654,3.000000000000073e-06,268865.26
ost-BTC,ost,BTC,binance,5.1e-07,5.2e-07,5.1e-07,1.000000000000001e-08,57355634.0
ost-eth,ost,eth,binance,1.855e-05,1.861e-05,1.842e-05,1.8999999999999987e-07,14164059.0
elf-BTC,elf,BTC,binance,5.13e-06,5.14e-06,5.11e-06,2.999999999999971e-08,5473557.0
elf-eth,elf,eth,binance,0.00018696,0.00018691,0.00018495,1.960000000000015e-06,1453524.0
aion-BTC,aion,BTC,binance,3.34e-06,3.35e-06,3.34e-06,9.999999999999904e-09,10436754.0
aion-eth,aion,eth,binance,0.000121,0.000122,0.000121,9.999999999999972e-07,1296767.83
nebl-BTC,nebl,BTC,binance,1.87e-05,1.884e-05,1.87e-05,1.3999999999999866e-07,943270.0
nebl-eth,nebl,eth,binance,0.000679,0.000683,0.000675,7.999999999999978e-06,332744.22
brd-BTC,brd,BTC,binance,3.16e-06,3.17e-06,3.16e-06,1.0000000000000328e-08,4457756.0
brd-eth,brd,eth,binance,0.0001149,0.0001149,0.0001139,9.999999999999972e-07,364985.0
edo-BTC,edo,BTC,binance,5.609e-05,0.0,0.0,0.0,2.0
edo-eth,edo,eth,binance,0.002266,0.0,0.0,0.0,90.0
wings-BTC,wings,BTC,binance,1.193e-05,0.0,0.0,0.0,464.0
wings-eth,wings,eth,binance,0.0003346,0.0,0.0,0.0,42.0
nav-BTC,nav,BTC,binance,5.84e-06,5.86e-06,5.85e-06,9.999999999999904e-09,10680315.0
nav-eth,nav,eth,binance,0.000487,0.0,0.0,0.0,604.0
lun-BTC,lun,BTC,binance,8.51e-05,0.0,0.0,0.0,447.71
lun-eth,lun,eth,binance,0.004891,0.0,0.0,0.0,0.73
trig-BTC,trig,BTC,binance,1.98e-05,0.0,0.0,0.0,103.62
trig-eth,trig,eth,binance,0.000594,0.0,0.0,0.0,17.14
appc-BTC,appc,BTC,binance,1.41e-06,1.42e-06,1.4e-06,2.000000000000002e-08,4657817.0
appc-eth,appc,eth,binance,0.000146,0.0,0.0,0.0,1483.0
vibe-BTC,vibe,BTC,binance,7.1e-07,7.1e-07,7e-07,1.000000000000001e-08,7894954.0
vibe-eth,vibe,eth,binance,5.72e-05,0.0,0.0,0.0,175.0
rlc-BTC,rlc,BTC,binance,4.186e-05,4.187e-05,4.173e-05,1.3999999999999527e-07,971761.0
rlc-eth,rlc,eth,binance,0.001513,0.001517,0.001511,5.999999999999929e-06,110144.32
ins-BTC,ins,BTC,binance,6.18e-06,0.0,0.0,0.0,6422.0
ins-eth,ins,eth,binance,0.000501,0.0,0.0,0.0,25.0
pivx-BTC,pivx,BTC,binance,1.582e-05,1.582e-05,1.571e-05,1.1000000000000064e-07,1710587.0
pivx-eth,pivx,eth,binance,0.000569,0.000574,0.000568,5.999999999999929e-06,303060.19
iost-BTC,iost,BTC,binance,2.8e-07,2.8e-07,2.7e-07,1.000000000000001e-08,1567052265.0
iost-eth,iost,eth,binance,1.009e-05,1.009e-05,1.006e-05,2.999999999999971e-08,30658032.0
chat-BTC,chat,BTC,binance,1.95e-06,0.0,0.0,0.0,219.0
chat-eth,chat,eth,binance,6.585e-05,0.0,0.0,0.0,152.0
steem-BTC,steem,BTC,binance,8.05e-06,8.1e-06,8.05e-06,5.0000000000001215e-08,2429638.0
steem-eth,steem,eth,binance,0.000293,0.000294,0.000292,1.9999999999999944e-06,518551.48
nano-BTC,nano,BTC,binance,4.77e-05,4.79e-05,4.77e-05,1.9999999999999809e-07,504194.1
nano-eth,nano,eth,binance,0.001734,0.001731,0.001721,9.99999999999981e-06,32786.91
via-BTC,via,BTC,binance,1.425e-05,1.428e-05,1.425e-05,2.999999999999971e-08,12214503.0
via-eth,via,eth,binance,0.000856,0.0,0.0,0.0,23.0
blz-BTC,blz,BTC,binance,3.08e-06,3.08e-06,3.06e-06,2.0000000000000232e-08,6331638.0
blz-eth,blz,eth,binance,0.0001115,0.0001115,0.00011006,1.4399999999999998e-06,349435.0
ae-BTC,ae,BTC,binance,5.73e-06,5.74e-06,5.73e-06,9.999999999999904e-09,2096190.0
ae-eth,ae,eth,binance,0.000219,0.0,0.0,0.0,225055.05
rpx-BTC,rpx,BTC,binance,2.24e-06,0.0,0.0,0.0,8190.0
rpx-eth,rpx,eth,binance,5.449e-05,0.0,0.0,0.0,332.0
ncash-BTC,ncash,BTC,binance,5e-08,0.0,0.0,0.0,500.0
ncash-eth,ncash,eth,binance,1.28e-06,1.29e-06,1.28e-06,9.999999999999904e-09,391721367.0
poa-BTC,poa,BTC,binance,8.5e-07,8.6e-07,8.5e-07,1.000000000000001e-08,17327369.0
poa-eth,poa,eth,binance,4.891e-05,0.0,0.0,0.0,774.0
zil-BTC,zil,BTC,binance,2.2e-06,2.2e-06,2.19e-06,9.999999999999904e-09,620644655.0
zil-eth,zil,eth,binance,7.964e-05,7.96e-05,7.928e-05,3.1999999999999694e-07,52286765.0
ont-BTC,ont,BTC,binance,2.38e-05,2.39e-05,2.38e-05,1.0000000000000243e-07,2623454.59
ont-eth,ont,eth,binance,0.000861,0.000864,0.000862,1.99999999999994e-06,239727.71
storm-BTC,storm,BTC,binance,3.5e-07,0.0,0.0,0.0,3462.0
storm-eth,storm,eth,binance,1.398e-05,0.0,0.0,0.0,4134.0
qtum-usd,qtum,usd,binance,2.759,2.759,2.758,0.0009999999999998899,2208158.036
xem-BTC,xem,BTC,binance,1.258e-05,1.259e-05,1.257e-05,1.999999999999981e-08,73483544.0
xem-eth,xem,eth,binance,0.00045718,0.00045718,0.00045389,3.290000000000031e-06,3125962.0
wan-BTC,wan,BTC,binance,1.709e-05,1.713e-05,1.707e-05,5.999999999999943e-08,6733675.0
wan-eth,wan,eth,binance,0.00062,0.000622,0.000617,5.000000000000013e-06,775866.9
wpr-BTC,wpr,BTC,binance,3.4e-07,3.4e-07,3.3e-07,9.999999999999957e-09,19419044.0
wpr-eth,wpr,eth,binance,4.02e-05,0.0,0.0,0.0,73.0
qlc-BTC,qlc,BTC,binance,7e-07,7.2e-07,7.1e-07,1.000000000000001e-08,23568079.0
qlc-eth,qlc,eth,binance,2.585e-05,2.596e-05,2.563e-05,3.2999999999999853e-07,5840911.0
sys-BTC,sys,BTC,binance,2.65e-06,2.65e-06,2.64e-06,9.999999999999904e-09,13303470.0
sys-eth,sys,eth,binance,0.00011047,0.0,0.0,0.0,3280.0
grs-BTC,grs,BTC,binance,1.726e-05,1.724e-05,1.71e-05,1.4000000000000205e-07,91867380.0
grs-eth,grs,eth,binance,0.00076455,0.0,0.0,0.0,362.0
ada-usd,ada,usd,binance,0.16273,0.16278,0.16273,4.999999999999449e-05,352730559.0
cloak-BTC,cloak,BTC,binance,0.0001555,0.0,0.0,0.0,1.32
cloak-eth,cloak,eth,binance,0.004142,0.0,0.0,0.0,7.91
gnt-BTC,gnt,BTC,binance,6.78e-06,0.0,0.0,0.0,4720751.0
gnt-eth,gnt,eth,binance,0.00022071,0.0,0.0,0.0,858711.0
loom-BTC,loom,BTC,binance,1.27e-06,1.27e-06,1.26e-06,9.999999999999904e-09,32699874.0
loom-eth,loom,eth,binance,4.596e-05,4.6e-05,4.596e-05,3.999999999999962e-08,3789925.0
xrp-usd,xrp,usd,binance,0.56907,0.56908,0.56907,1.0000000000065512e-05,628460656.4
bcn-BTC,bcn,BTC,binance,2.2e-07,0.0,0.0,0.0,51224.0
bcn-eth,bcn,eth,binance,7.07e-06,0.0,7e-06,-7e-06,51224.0
rep-BTC,rep,BTC,binance,0.000802,0.000803,0.000801,2.0000000000000486e-06,202788.976
rep-eth,rep,eth,binance,0.02917,0.02926,0.02892,0.00034,14093.264
tusd-BTC,tusd,BTC,binance,0.00025971,0.0,0.0,0.0,72.0
tusd-eth,tusd,eth,binance,0.00762097,0.0,0.0,0.0,11.0
zen-BTC,zen,BTC,binance,0.0005116,0.0005137,0.0005115,2.199999999999945e-06,38505.59
zen-eth,zen,eth,binance,0.01853,0.01861,0.01846,0.00015000000000000083,6634.914
sky-BTC,sky,BTC,binance,2.09e-05,2.09e-05,2.081e-05,9.000000000000083e-08,2921890.0
sky-eth,sky,eth,binance,0.00222,0.0,0.0,0.0,1.541
eos-usd,eos,usd,binance,3.0336,3.0333,3.0332,0.00010000000000021103,12981136.92
cvc-BTC,cvc,BTC,binance,4.29e-06,4.3e-06,4.29e-06,1.0000000000000751e-08,19814359.0
cvc-eth,cvc,eth,binance,0.0001557,0.00015584,0.0001548,1.0400000000000036e-06,1439433.0
theta-BTC,theta,BTC,binance,3.802e-05,3.802e-05,3.798e-05,3.999999999999962e-08,5569355.0
theta-eth,theta,eth,binance,0.00137367,0.00137995,0.00137204,7.910000000000078e-06,365721.0
tusd-usd,tusd,usd,binance,0.9991,0.9991,0.9989,0.00019999999999997797,9164211.85
iota-usd,iota,usd,binance,0.3274,0.3274,0.3271,0.00030000000000002247,13750131.18
xlm-usd,xlm,usd,binance,0.17836,0.17837,0.17831,6.0000000000004494e-05,209490344.1
iotx-BTC,iotx,BTC,binance,3e-07,3e-07,2.9e-07,1.000000000000001e-08,60744607.0
iotx-eth,iotx,eth,binance,1.064e-05,1.063e-05,1.053e-05,9.999999999999904e-08,30540789.0
qkc-BTC,qkc,BTC,binance,2.3e-07,2.4e-07,2.3e-07,9.999999999999984e-09,18502675.0
qkc-eth,qkc,eth,binance,8.41e-06,8.48e-06,8.41e-06,6.999999999999933e-08,3133634.0
agi-BTC,agi,BTC,binance,2.15e-06,2.16e-06,2.15e-06,9.999999999999904e-09,6216528.0
agi-eth,agi,eth,binance,7.363e-05,0.0,0.0,0.0,924.0
nxs-BTC,nxs,BTC,binance,1.05e-05,1.057e-05,1.05e-05,7.000000000000102e-08,642050.0
nxs-eth,nxs,eth,binance,0.000773,0.0,0.0,0.0,718.8
data-BTC,data,BTC,binance,1.71e-06,1.71e-06,1.7e-06,9.999999999999904e-09,14924601.0
data-eth,data,eth,binance,6.239e-05,6.229e-05,6.152e-05,7.700000000000079e-07,704931.0
ont-usd,ont,usd,binance,0.5573,0.5575,0.557,0.0004999999999999449,12257336.61
trx-usd,trx,usd,binance,0.0308,0.03081,0.0308,9.999999999999593e-06,726007989.5
etc-usd,etc,usd,binance,6.3501,6.3494,6.3474,0.0019999999999997797,2296187.67
icx-usd,icx,usd,binance,0.4238,0.4239,0.4238,9.999999999998899e-05,6633805.96
sc-BTC,sc,BTC,binance,1.6e-07,1.6e-07,1.5e-07,1.000000000000001e-08,200316065.0
sc-eth,sc,eth,binance,5.49e-06,5.53e-06,5.5e-06,3.000000000000056e-08,26592690.0
npxs-BTC,npxs,BTC,binance,3e-08,0.0,0.0,0.0,50000.0
npxs-eth,npxs,eth,binance,3.2e-07,3.2e-07,3.1e-07,1.000000000000001e-08,900980524.0
ven-usd,ven,usd,binance,0.0001,0.0,0.0,0.0,1224.0
key-BTC,key,BTC,binance,1.3e-07,0.0,0.0,0.0,43297.0
key-eth,key,eth,binance,3.53e-06,3.53e-06,3.51e-06,2.0000000000000232e-08,28053256.0
